Country,region,income,population,land_area_skm,pop_density,pop_largest_city,gdp_capita,life_expectancy,hospital_bed,urban_pop,pop_age_65,death_crude,unemployment,tuberculosis,gdp_per_capita_growth,import_goods,pop_slum,remittances,specialists,nurse,physicians
Latvia,Europe & Central Asia,High income,1926542,62180,30.9833065294307,637089,74.6804878048781,16268.9532242356,11173.9436,68.142,20.0436203206809,28512.821600000003,7.85699987411499,558.69718,5.47369057618796,61.4891823719436,NA,1237349320.48535,1302.7277004,9277.263001,6154.5310732
Lebanon,Middle East & North Africa,Upper middle income,6848925,10230,669.494134897361,2385271,78.833,6249.76665455924,19861.8825,88.593,7.00236813439294,29196.967275,6.16699981689453,753.38175,-0.342081302313773,39.6092335810864,NA,6939992568.5,5985.96045,18114.03684,15553.908674999999
Lesotho,Sub-Saharan Africa ,Lower middle income,2108132,30360,69.437812911726,NA,52.947,1411.67649658701,NA,28.153,4.90108749682213,30896.782592,23.5960006713867,12880.68652,0.33207349060136,84.1773440046277,50.8,629379095.589409,12.0163524,1371.9723056,142.50972319999997
Liberia,Sub-Saharan Africa ,Low income,4818977,96320,50.0309073920266,1418300,63.295,541.271324140142,3855.1816,51.151,3.25343179968014,37245.873233000006,2.03299999237061,14842.44916,-1.22975996453044,94.3321078431372,65.7,459924732.052864,28.913861999999998,485.2709839,179.7478421
Libya,Middle East & North Africa,Upper middle income,6678567,1759540,3.79563238119054,1157746,72.52,7536.7543225873,24710.697900000003,80.102,4.39204025898401,34054.013133,17.2870006561279,2671.4268,6.36824093250934,40.1212444439452,NA,NA,NA,45024.2272872,14413.0154427
Liechtenstein,Europe & Central Asia,High income,35994,160,224.9625,NA,81.8414634146342,141200.380010278,NA,14.464,NA,237.5604,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lithuania,Europe & Central Asia,High income,2789533,62642.001953125,44.5313513780643,536055,74.6707317073171,17708.5280356416,20363.5909,67.679,19.7050331564608,39611.3686,6.00699996948242,1227.39452,5.08896661508804,73.6789110643871,NA,1386978491.32509,3652.0566035999996,22080.5484615,12098.204620999999
Luxembourg,Europe & Central Asia,High income,607728,2430,250.093827160494,NA,82.6853658536585,110742.316043137,2917.0944,90.981,14.1831541841472,4314.8688,5.46999979019165,48.61824,1.17800011729831,175.544290965783,NA,2063159711.70477,490.74036,7505.1977088,1839.3495648
Macao,East Asia & Pacific,High income,631636,30.3999996185303,20777.5002607232,632418,83.989,58641.6276638714,NA,100,10.4842029270023,2441.904776,2.02300000190735,378.9816,3.93160838930109,33.2109943193318,NA,22801205.4643616,NA,NA,NA
Madagascar,Sub-Saharan Africa ,Low income,26262368,581800,45.1398556204881,3058387,66.311,490.09731216025,5252.4736,37.191,2.98671712579162,162432.74607999998,1.65900003910065,61191.31744,1.81024820355464,33.8198379741594,77.2,425502225.716378,204.8464704,2781.1847712,4758.7410816
Malawi,Sub-Saharan Africa ,Low income,18143315,94280,192.440761561307,1029639,63.279,516.754055180455,23586.3095,16.937,2.64543493031032,123574.118465,5.42999982833862,32839.40015,0.801419696455682,36.1670266760313,66.7,181590994.663452,78.0162545,4586.630032000001,284.85004549999996
Malaysia,East Asia & Pacific,Upper middle income,31528585,328550,95.9628214883579,7563912,75.828,12120.0832647974,59904.3115,76.036,6.67175462547886,158084.32519,3.35999989509583,29006.2982,3.3345011012496,61.745411268396,NA,1685623018.93589,3603.7172655,128378.09240299999,47709.054822000006
Maldives,South Asia,Upper middle income,515696,300,1718.98666666667,NA,78.325,8033.32562707311,2217.4928,39.808,3.70334460612454,1486.751568,6.07499980926514,170.17968,2.88973083684236,77.1839483892858,NA,4217838.30868709,24.908116800000002,2037.2054784000002,535.2408784
Mali,Sub-Saharan Africa ,Low income,19077690,1220190,15.635015858186,2446749,58.452,777.860597486563,1907.769,42.356,2.50722975755683,190471.65696000002,9.56900024414063,10111.1757,1.79167665678075,34.0531709070044,56.3,1022074241.44512,200.315745,7287.6775800000005,2657.522217
Malta,Middle East & North Africa,High income,483530,320,1511.03125,NA,82.4536585365854,28594.3001417741,2272.591,94.612,20.3493242997122,3674.828,4.58300018310547,67.6942,3.34279731108256,123.982943699442,NA,276493697.596763,548.6131379999999,4327.5935,1849.98578
Marshall Islands,East Asia & Pacific,Upper middle income,58413,180,324.516666666667,NA,NA,3066.98104378652,157.7151,77.031,NA,216.12810000000002,NA,253.51242,2.99498220807803,85.2805068737064,NA,31450053,9.2993496,207.2726892,26.6012802
Mauritania,Sub-Saharan Africa ,Lower middle income,4403319,1030700,4.27216357815077,1205414,64.464,1334.46041821367,NA,53.672,3.14111215805009,32315.958141000003,10.3050003051758,4095.08667,0.714678742319364,76.2198848987709,79.9,60391856.6609151,NA,4553.4721779,788.194101
Mauritius,Sub-Saharan Africa ,Upper middle income,1265303,2030,623.30197044335,NA,74.5146341463415,10578.617321172,4302.0302,40.793,11.4741730686522,10122.424,6.86700010299683,164.48939,3.71722856647342,54.1888142175361,NA,244699351.422061,222.44026739999998,4280.646579300001,2561.7324538
Mexico,Latin America & Caribbean ,Upper middle income,126190788,1943950,64.9146264050001,21580827,74.947,10403.540397147,189286.182,80.156,7.22368498087198,748689.945204,3.32200002670288,29023.88124,0.991932458168463,41.1590154688671,11.1,35768416627,NA,365953.2852,283651.6532664
Micronesia,East Asia & Pacific,Lower middle income,112640,700,160.914285714286,NA,67.618,2728.62485534926,360.448,22.703,3.99680397727273,735.98976,NA,121.6512,-0.839033793843598,65.3767292666934,NA,23340000,7.8848,373.85215999999997,19.937279999999998
Moldova,Europe & Central Asia,Lower middle income,3545883,32890,123.51980353224,509707,71.717,2668.65769239385,20566.1214,42.629,11.4695563413512,40876.939224,3.41100001335144,3049.45938,3.4966089969686,54.998357631669,NA,1837620000,3053.7144396000003,15996.5419779,11347.534776600001
Monaco,Europe & Central Asia,High income,38682,2,19196,NA,NA,195879.63737503,533.8116,100,NA,305.5878,NA,0,5.30456543094968,NA,NA,NA,75.661992,783.794025,253.81967939999998
Mongolia,East Asia & Pacific,Lower middle income,3170208,1553560,2.04060866654651,1520381,69.509,4210.04229303741,22191.456,68.445,4.08353878726245,19969.140192000003,6.32000017166138,13568.49024,5.31725254619168,64.2328349644418,42.7,440554140.269688,1427.5446624,12632.010796800001,9151.122412800001
Montenegro,Europe & Central Asia,Upper middle income,622345,13450,46.2710037174721,NA,76.667,8244.1275091604,2489.38,66.813,14.9749366447439,6591.87824,15.4619998931885,93.35175,5.08258777197874,66.7342964918413,NA,588907941.567453,399.04761400000007,3558.5064755000003,1452.3665265
Morocco,Middle East & North Africa,Lower middle income,36029138,446300,80.7285189334528,3683566,76.218,3357.35910150118,39632.0518,62.453,7.0129048211122,182739.78793599998,9.03999996185303,35668.84662,1.64863051376007,49.2554358334041,13.1,6918197476.31305,1318.6664508,39556.390610200004,26203.9920674
Mozambique,Sub-Saharan Africa ,Low income,29495962,786380,37.508535313716,1635392,59.309,591.439276354777,20647.1734,35.988,2.8907644574499,264401.803368,3.17199993133545,162522.75062,0.458309215545086,84.2244178956122,80.3,296070198.903315,156.32859860000002,13084.4087432,2167.953207
Myanmar,East Asia & Pacific,Lower middle income,53708395,653080,82.2386154835549,5157461,66.558,1571.90721650413,48337.5555,30.579,5.78464193257209,440731.08936999994,1.56400001049042,181534.3751,5.55580423750402,27.9886720392633,41,2840459625.02317,1299.7431589999999,52602.002063,46404.05328
Namibia,Sub-Saharan Africa ,Upper middle income,2448255,823290,2.97374558175127,404280,63.021,6044.52843251455,6610.2885,50.032,3.63603168074514,20149.13865,23.0949993133545,12828.8562,-2.4008197720197,44.9191890291428,33.2,53670691.329037,150.0780315,6793.907625,915.64737
Nauru,East Asia & Pacific,Upper middle income,12704,20,635.2,NA,NA,10910.098281157,63.52,100,NA,NA,NA,6.86016,7.13107682619648,101.735306704708,NA,6535565.31379847,3.8112,78.6974688,15.738985599999998
Nepal,South Asia,Low income,28087871,143350,195.939107080572,1329732,70.169,817.446886047779,8426.361299999999,19.74,5.72767077569198,179874.725884,1.26400005817413,42412.68521,4.90794694128547,46.2971031347845,54.3,8293841342.78156,831.4009815999999,75427.1687834,18276.777659699997
Netherlands,Europe & Central Asia,High income,17231017,33690,511.457910359157,1131690,81.5609756097561,55022.918199869,80985.77990000001,91.49,19.1961926333387,151632.94960000002,3.88000011444092,913.2439009999999,2.00369176009356,73.3313179310086,NA,2492057842.75642,8438.0290249,191338.3820731,60424.0073139
New Zealand,East Asia & Pacific,High income,4885500,263310,18.5541756864532,1556875,81.6585365853659,37997.3539814059,13679.4,86.538,15.6524245271741,33954.225,4.52199983596802,356.6415,0.846632297432691,28.2741552092056,NA,452514256.39015,2100.765,53520.6525,14779.614599999999
Nicaragua,Latin America & Caribbean ,Lower middle income,6465513,120340,53.7270483629716,1047923,74.068,1860.43853312621,5818.9617,58.522,5.24749744838026,32644.375137000003,4.47900009155273,2650.86033,-5.01596554369522,51.2746732381436,NA,1504800000,1000.2148611,10199.3467575,6501.7198728
Niger,Sub-Saharan Africa ,Low income,22442948,1266700,17.7176505881424,1213781,61.599,403.485286590113,6732.884399999999,16.425,2.59500788269853,191415.90349199998,0.273000001907349,19525.36476,2.4953347016976,33.0366878691783,70.1,296677560.021195,92.0160868,6977.512533200001,1122.1474
Nigeria,Sub-Saharan Africa ,Lower middle income,195874740,910770,215.064988965381,13463421,53.95,2396.31091419546,NA,50.344,2.74737700532743,2372826.60036,6.02600002288818,428965.6806,-0.665579080187712,17.5074563282189,50.2,24311022415.6069,2683.4839380000003,284488.47237599996,74961.26299799999
Northern Mariana Islands,East Asia & Pacific,High income,56882,460,123.65652173913,NA,NA,18577.7914891156,NA,91.618,NA,NA,NA,54.0379,-20.0601037855457,54.875283446712,NA,NA,NA,NA,NA
Norway,Europe & Central Asia,High income,5314336,365123.0078125,14.5549195374975,1012225,82.509756097561,92077.574309644,20725.910399999997,82.248,17.0492221563211,40920.387200000005,3.91899991035461,217.88777599999997,0.577326046474269,32.6325314512612,NA,644347130.327083,3569.1080576,96320.74569920001,24624.507289600002
Oman,Middle East & North Africa,High income,4829483,309500,15.6041453957997,1446563,77.393,15796.7730860886,7727.172800000001,84.539,2.39278695625796,11890.187146000002,3.11299991607666,284.939497,-1.68210182403824,44.5244554965406,NA,39011703.5110533,1472.0264184,20768.7086932,9512.6326651
Pakistan,South Asia,Lower middle income,212215030,770880,275.289318700706,15400223,66.947,1197.84274427141,127329.018,36.666,4.31277431133756,1484231.91982,3.03800010681152,562369.8295,3.67671210995917,19.7492590168979,45.5,21194000000,11735.491159000001,106192.40101199999,206973.318759
Palau,East Asia & Pacific,High income,17907,460,38.9282608695652,NA,NA,12260.2233356517,85.9536,79.93,NA,184.4421,NA,19.51863,1.14323308949167,76.3032364313585,NA,2180000,NA,94.20335490000001,21.216213600000003
"Palestine, State of",Middle East & North Africa,Lower middle income,4569087,6020,758.984551495017,673638,73.74,2680.31812267179,NA,76.164,3.13330573708009,15850.162803,30.181999206543,35.181969900000006,-1.61856449743397,59.7356303751394,NA,2482392593.87508,NA,NA,NA
Panama,Latin America & Caribbean ,High income,4176873,74340,56.1860774818402,1783490,78.149,11723.9305639817,9606.807899999998,67.709,8.10473107966757,21084.854904,3.92199993133545,2171.97396,1.93696407326647,45.3073063942791,25.8,537877200,1095.1761006,5889.39093,6557.2729227
Papua New Guinea,East Asia & Pacific,Lower middle income,8606316,452860,19.0043633794109,366862,64.01,2416.93307958171,NA,13.169,3.44526925145617,64728.102636,2.36700010299683,37179.28512,-2.76011441200268,NA,NA,2875318.45211983,197.94526799999997,4410.7369499999995,455.2741164
Paraguay,Latin America & Caribbean ,Upper middle income,6956071,397300,17.5083589227284,3222199,73.992,5396.48081204328,9042.892300000001,61.585,6.43021500946081,38014.928015,4.71199989318848,2991.11053,2.34999034373892,34.4058889899134,NA,682869965.802626,1428.0813762999999,8117.0392499,9501.992986000001
Peru,Latin America & Caribbean ,Upper middle income,31989256,1280000,24.99160625,10390607,76.286,6453.56052508568,51182.8096,77.907,8.08839279183076,173957.57412799998,2.84400010108948,39346.78488,2.20561703131051,23.5370450811417,34.2,3224754054.74744,13716.992972799999,43185.4956,40626.35512
Philippines,East Asia & Pacific,Lower middle income,106651922,298170,357.688305329175,13482468,70.952,3021.98686253681,106651.922,46.907,5.12256876829946,622740.5725580001,2.51500010490417,590851.64788,4.77073894578564,44.3747490184624,38.3,33808967986.2666,10195.9237432,25596.461279999996,135981.20054999998
Poland,Europe & Central Asia,High income,37978548,306190,124.035886214442,1767798,77.8512195121951,16659.3321065175,246860.562,60.058,17.5178167625452,402572.6088,3.67300009727478,6076.56768,5.13771369454139,52.153985217767,NA,7112000000,25772.242672800003,217317.04951080002,91140.9194904
Portugal,Europe & Central Asia,High income,10281762,91605.595703125,112.23945350807,2927316,81.1243902439025,23994.6624298675,34957.9908,65.211,21.9538575375873,108986.6772,6.8600001335144,2467.62288,2.6259683654019,43.4350262486775,NA,503789178.406594,8851.5689058,65520.528345,34295.8453272
Puerto Rico,Latin America & Caribbean ,High income,3195153,8870,360.220180383315,2454337,79.6345365853659,27340.6541656856,NA,93.578,18.6748502103569,28436.8617,11.4440002441406,30.353953499999996,-1.04108061898415,45.9429313889227,NA,NA,NA,NA,NA
Qatar,Middle East & North Africa,High income,2781677,11610,239.593195521103,693373,79.981,63260.5584959583,3338.0124,99.135,1.3700703387375,3251.780413,0.142000004649162,862.31987,-0.584669133443043,34.3908188549984,NA,467032967.032967,403.0649973,18366.8568956,2.2253416
North Macedonia,Europe & Central Asia,Upper middle income,2082958,25220,82.5915146708961,584208,75.589,5394.28847819909,9165.015200000002,57.963,13.6701813815648,20756.67647,21.5520000457764,270.78454,2.6171769448899602,72.8953760972152,NA,344454462,1275.1868875999999,7897.9518486,5985.588108800001
Romania,Europe & Central Asia,Upper middle income,19473936,230080,84.6398470097357,1821380,75.309756097561,11532.0634852715,122685.7968,53.998,18.3387013938296,259003.3488,4.29500007629395,13242.27648,4.55997844505912,44.8530544040469,NA,6983986124.91678,11787.573460799998,118750.1143344,43983.8318496
Russia,Europe & Central Asia,Upper middle income,144478050,16376870,8.82207955488442,12409738,72.1190243902439,11729.0943743777,1184720.01,74.433,14.6747083203719,1863766.845,4.74399995803833,78018.147,2.26178050398569,20.769322518279,NA,8610210000,91194.54516,1245574.16466,579920.444895
Rwanda,Sub-Saharan Africa ,Low income,12301939,24670,498.659870287799,1057836,68.341,824.518848408768,NA,17.211,2.9381960775388,65298.692211999994,0.971000015735626,7258.14401,5.77276495542314,34.1339613183534,53.2,260527797.495626,92.2645425,10219.220727299999,1655.8409894000001
Saint Kitts and Nevis,Latin America & Caribbean ,High income,52441,260,201.696153846154,NA,NA,16942.6664176757,120.61429999999999,30.776,NA,424.77209999999997,NA,0,2.14672480942217,58.7535711260774,NA,25857329.9768192,17.557246799999998,208.6050539,132.30864300000002
Saint Lucia,Latin America & Caribbean ,Upper middle income,181889,610,298.17868852459,NA,75.907,8485.27171394218,236.4557,18.678,9.80653035642617,1302.32524,20.8680000305176,5.820448000000001,0.339234187154531,43.3927922256206,NA,42983521.5714017,42.8530484,288.71240969999997,19.1529117
Saint Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,110210,390,282.589743589744,NA,72.3,6852.60660188886,286.546,52.198,9.58978686338024,1009.7440200000001,19.7609996795654,6.94323,1.80809329953506,54.7493688285458,NA,46770931.6264951,25.998538999999997,284.352821,72.59532699999998
Samoa,East Asia & Pacific,Upper middle income,196130,2830,69.3038869257951,NA,73.046,3748.84406858747,NA,18.243,4.80041197375197,1038.70448,8.32499980926514,12.55232,-2.55617447750686,47.8120457103664,NA,147363459.226935,3.13808,364.11534500000005,66.860717
San Marino,Europe & Central Asia,High income,33671,60,561.183333333333,NA,85.4170731707317,53337.5878675864,127.94979999999998,97.072,NA,255.89959999999996,NA,0,0.996584598022054,NA,NA,NA,38.0010906,295.5236328,206.9689028
Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,211028,960,219.820833333333,NA,69.933,1297.35857228489,611.9812,72.803,2.9256781090661,1035.7254240000002,13.3190002441406,261.67472,0.74150891054461,NA,86.6,17776130.4760228,NA,476.92328,67.52896000000001
Saudi Arabia,Middle East & North Africa,High income,33699947,2149690,15.6766543082956,6906595,74.874,20819.7445742964,90989.8569,83.844,3.31408802294981,116130.017362,5.91900014877319,3369.9947,0.607923521071328,26.6643339172916,NA,334914666.666667,NA,192089.6979,80542.87333
Senegal,Sub-Saharan Africa ,Lower middle income,15854360,192530,82.3474783150678,2978419,67.38,1546.52015893317,NA,47.192,3.08682370101833,92668.7342,6.46400022506714,18708.1448,3.83706200836902,36.0852109664234,39.4,2427531906.29455,166.47078,4960.829244,1097.1217120000001
Serbia,Europe & Central Asia,Upper middle income,6982084,87460,79.8317402241024,1389351,76.0878048780488,6886.50034784975,39797.878800000006,56.092,18.3457926916963,103334.8432,13.5100002288818,1186.95428,4.97196452481579,59.2929135991213,NA,4323832954.6104,6054.8632448,42732.448705200004,21819.0125
Seychelles,Sub-Saharan Africa ,High income,96762,460,210.352173913043,NA,74.3,14385.3018089603,348.3432,56.691,7.59454560435034,754.7436,NA,17.41716,2.64314769997245,102.082637916792,NA,22713694.6426079,46.9973034,315.5699106,91.5174996
Sierra Leone,Sub-Saharan Africa ,Low income,7650154,72180,105.987170961485,1135949,53.895,472.825438057198,NA,42.055,2.96655621131612,91824.79846199999,4.31300020217896,22797.45892,1.25932772139537,39.2285313088917,75.6,62085874.7375213,9.9452002,7621.083414799999,191.25385
Singapore,East Asia & Pacific,High income,5638676,709.000015258789,7952.9984184018,5791901,82.8951219512195,58247.8726396071,13532.822400000001,100,11.4633801933791,28193.38,3.76799988746643,2650.17772,2.65615000756203,149.815981896454,NA,NA,1773.363602,40677.9725316,13004.478458799998
Slovakia,Europe & Central Asia,High income,5447011,48080,113.290578202995,429920,77.1658536585366,20599.1468427086,31592.663800000002,53.726,15.629246504777,53925.408899999995,6.75600004196167,315.926638,3.88513015157766,94.0648049902185,NA,2114125125.52412,2935.938929,49963.797799700005,13423.069207300001
Slovenia,Europe & Central Asia,High income,2067372,20141.9995117188,102.639859503382,NA,81.1756097560976,26768.3926429479,9509.911199999999,54.541,19.6068796541788,20466.9828,5.51000022888184,109.57071599999999,4.06866106600938,77.0982546080683,NA,608128533.030184,1378.937124,20012.16096,6192.3993516
Solomon Islands,East Asia & Pacific,Lower middle income,652858,27990,23.324687388353,NA,72.645,1482.60671759695,914.0011999999999,23.749,3.59895045928894,2796.843672,1.78999996185303,483.11492,1.17903612266359,53.3190481644513,NA,19331180.1939284,16.32145,1391.0445406,130.5063142
South Africa,Sub-Saharan Africa ,Upper middle income,57779622,1213090,47.6301197767684,5485986,63.538,7433.61539826952,NA,66.355,5.31800500542302,548790.8497559999,26.9580001831055,300454.0344,-0.572080196712221,29.563251105531702,23,929043381.126846,6598.4328324,203216.70853620002,52585.23398220001
South Sudan,Sub-Saharan Africa ,Low income,10715658,NA,NA,321091,56.855,730.932042049014,NA,18.852,3.41203498655892,116007.713508,12.8380002975464,15644.86068,-12.1317982318954,28.9000000000001,95.6,1138720000,34.290105600000004,NA,NA
Spain,Europe & Central Asia,High income,46723749,499563.984375,93.5290582615872,6497124,83.3292682926829,32949.5819818571,140171.247,80.321,19.3785075224995,420513.741,15.4870004653931,4392.032406,2.06511204193984,32.4030334563585,NA,3355210687.77473,37332.275451,258415.03859430004,190123.60705589998
Sri Lanka,South Asia,Upper middle income,21670000,62710,345.558922022006,599821,76.648,3936.45024606602,78012,18.476,10.4732197537841,142025.18,4.39900016784668,13868.8,2.13274609638485,30.1336493582251,NA,7043039552.3926,602.4259999999999,45842.885,20759.86
Sudan,Sub-Saharan Africa ,Lower middle income,41801533,NA,NA,5534079,64.881,1855.62629215613,33441.2264,34.642,3.58116052825144,303520.93111299997,12.8760004043579,29679.08843,-4.62984322829847,12.3456378998456,91.6,425214350.607035,1116.1009311,34695.27239,17138.628529999998
Suriname,Latin America & Caribbean ,Upper middle income,575991,156000,3.69225,NA,71.463,8040.94011128172,1785.5721,66.06,6.90636990225525,4191.4865070000005,7.63100004196167,218.87658,0.92786588679337,38.4140748770116,7.3,519054.09653287,NA,2360.5839153,706.4529615
Sweden,Europe & Central Asia,High income,10183175,407310,25.0010434312931,1582968,82.3073170731707,57921.3792813456,26476.255,87.431,20.0955249278002,92666.8925,6.44399976730347,560.074625,0.965620048897819,43.2869887657557,NA,3145713823.20929,11518.1892425,117548.462295,54985.07173
Switzerland,Europe & Central Asia,High income,8516543,39516.0009765625,215.521378417094,1370779,83.6024390243903,79214.3547914834,40027.7521,73.797,18.6232165647717,67280.6897,4.88299989700317,545.058752,1.9698872465396,53.9033954564242,NA,2565756334.56371,8070.276146800001,147189.7093604,36078.6311109
Tajikistan,Europe & Central Asia,Low income,9100837,138790,65.5727141724908,872653,70.647,1073.02183482136,43684.0176,27.134,3.02188755207627,45149.252357,10.9219999313354,7644.70308,4.69946434079498,40.9215394067741,NA,2183340530.606,3793.2288616,47624.680021,15474.1531511
Tanzania,Sub-Saharan Africa ,Low income,56318348,885800,63.5790787988259,6047600,64.479,957.125935173965,39422.84359999999,33.776,2.60129917835952,372940.10045599996,1.932000041008,142485.42044,2.11505515987722,17.098663264222,50.7,412910078.031613,259.06440080000004,23236.950384800002,2247.1020852
Thailand,East Asia & Pacific,Upper middle income,69428524,510890,135.897206835131,10156316,76.683,6361.62499026563,145799.9004,49.949,11.9008931395893,524810.212916,0.665000021457672,106225.64172,3.80126980966607,56.4883209346758,25,7463334346.04821,9088.193791599999,205834.74510280002,56209.3330304
East Timor,East Asia & Pacific,Lower middle income,1267972,14870,85.270477471419,NA,69.007,2759.52650321924,7481.0348,30.578,4.31649229400603,7671.2306,2.99900007247925,6314.50056,0.810281644899845,59.9162921394844,NA,96320932.1295606,11.411748000000001,2117.6400372,912.5594484
Togo,Sub-Saharan Africa ,Low income,7889094,54390,145.046773303916,1745744,60.489,676.173403625576,5522.3658,41.702,2.86946801108822,67593.75739199998,1.66799998283386,2840.07384,2.3752725065104,42.2890443313526,51.2,495210300,40.2343794,2350.9500120000002,384.1988778
Tonga,East Asia & Pacific,Upper middle income,103197,720,143.329166666667,NA,70.701,4054.94072244493,268.3122,23.131,5.95366144364662,742.399218,1.02699995040894,10.3197,-0.865346735208718,75.9221976120895,NA,183293154.328077,14.44758,405.770604,53.8997931
Trinidad and Tobago,Latin America & Caribbean ,High income,1389858,5130,270.927485380117,544417,73.245,15161.0684555798,4169.574,53.184,10.7349535163324,11481.616938,2.82999992370605,291.87018,-0.660494390281343,NA,NA,138708322.564014,429.4661219999999,4877.4286794,3710.5039026
Tunisia,Middle East & North Africa,Lower middle income,11565204,155360,74.4413233779609,2290777,76.31,4401.05718965754,26599.9692,68.945,8.31567907898877,72560.089896,15.4779996871948,4047.8214,1.31525212464101,62.0400455204866,8,1902286980.83268,1334.6245416,30475.469060400002,14713.2525288
Turkey,Europe & Central Asia,Upper middle income,82319724,769630,106.960128893104,14750771,77.161,15068.982383455,222263.25480000002,75.143,8.4832129399716,444032.591256,10.8950004577637,13171.15584,1.30556428516834,30.6272671841141,11.9,1122000000,39208.8845412,216533.80200959998,144923.874102
Turkmenistan,Europe & Central Asia,Upper middle income,5850908,469930,12.4505947694337,810186,67.956,7647.93580378613,43296.7192,51.593,4.42663446194014,41289.857756000005,3.78299999237061,2691.41768,4.50761616187347,12.4971962092749,NA,1601946.29523696,3440.9189948000003,27093.2145848,13017.1001184
Turks and Caicos Islands,Latin America & Caribbean ,High income,32660,950,34.3789473684211,NA,NA,21028.4081445193,NA,90.228,NA,NA,NA,6.8586,NA,NA,NA,NA,NA,NA,NA
Tuvalu,East Asia & Pacific,Upper middle income,11508,30,383.6,NA,NA,3636.05500647562,NA,62.387,NA,NA,NA,31.0716,1.27085505735143,NA,NA,4043830.04731793,3.0001356,43.287341999999995,10.557439200000001
Uganda,Sub-Saharan Africa ,Low income,42723139,200520,213.061734490325,2986352,62.516,710.081948117871,21361.5695,23.774,1.94098692046317,289192.92789100006,1.74199998378754,85446.278,2.27461502218904,28.6900064634472,53.6,1230414827.38349,448.5929595,26928.3945117,3879.2610212000004
Ukraine,Europe & Central Asia,Lower middle income,44622516,579290,77.0296673514129,2956706,71.7809756097561,3110.19464582486,392678.1408,69.352,16.4346864392016,647026.482,9.38099956512451,35698.0128,3.86273257167309,53.8086877645976,NA,14694000000,38620.787597999995,314927.8689216,134202.21687
United Arab Emirates,Middle East & North Africa,High income,9630959,71020,135.609110109828,2785376,77.647,40782.4436240123,11557.1508,86.522,1.08500098484481,13762.640411,2.57500004768372,96.30959,0.207936371159946,67.9783656986559,NA,NA,NA,53795.6476863,23060.3682296
UK,Europe & Central Asia,High income,66488991,241930,274.82739222089,9046485,81.1560975609756,43324.5929697405,186169.17479999998,83.398,18.3958656741466,611698.7172,3.9539999961853,5319.11928,0.729787205725756,31.769657960321,NA,4389788198.85803,88629.825003,551047.4596098001,186554.8109478
US,North America,High income,327167434,9147420,35.766088580168,18819361,78.5390243902439,54579.0168374446,948785.5586,82.256,15.8076540556035,2780923.189,3.93300008773804,9815.02302,2.29172949198735,15.3252110810918,NA,6668000000,178993.30314139999,2797281.5607000003,848934.0577432001
Uruguay,Latin America & Caribbean ,High income,3449299,175020,19.7080276539824,1736989,77.632,14617.464002064,9658.037199999999,95.334,14.8145195308593,32633.817839000003,7.96099996566772,1138.26867,1.24731254757138,18.9879779084104,NA,104268963.496,1341.7773109999998,6656.8021401,17418.615020100002
Uzbekistan,Europe & Central Asia,Lower middle income,32955400,425400,77.4692054536906,2463969,71.388,2366.28520017032,131821.6,50.478,4.4191378781364,164777,5.22300004959106,23068.78,3.31412256339001,38.7365127489172,NA,7609613691.87164,16619.40822,397900.20406,78054.8649
Vanuatu,East Asia & Pacific,Lower middle income,292680,12190,24.0098441345365,NA,70.172,2875.43040562306,NA,25.274,3.64015306819735,1561.15512,5.40899991989136,134.6328,0.671832718327252,49.3913461173823,NA,35218649.7963142,9.36576,405.44960399999997,49.931208
Venezuela,Latin America & Caribbean ,Upper middle income,28870195,882050,32.7307919052208,2934560,72.246,7697.04878230852,23096.156,88.208,7.26698662012597,196721.50873,8.36499977111816,13857.6936,-18.1731060957544,36.4328206780193,NA,297082484.538939,5234.1663535,NA,NA
Vietnam,East Asia & Pacific,Lower middle income,95540395,310070,308.125245912213,8145361,75.241,1964.4759908863,248405.027,35.919,7.2749782978793,597414.089935,1.89100003242493,173883.5189,6.01808839754494,102.474860762582,27.2,15933968169.6574,NA,136823.39967949997,78333.56986049999
Virgin Islands (U.S.),Latin America & Caribbean ,High income,107268,350,306.48,NA,79.419512195122,29290.7849834333,NA,95.603,18.7224942959972,836.6904000000001,8.46199989318848,NA,-1.47476718596891,78.5732814526589,NA,NA,NA,NA,NA
Yemen,Middle East & North Africa,Low income,28498687,527970,53.9778529083092,2779317,66.086,667.945436909641,19949.080899999997,36.642,2.87626975604452,170365.15088600002,12.9340000152588,13679.36976,-4.96800674719682,NA,60.8,3350500096,233.6892334,20804.04151,8845.9924448
Zambia,Sub-Saharan Africa ,Lower middle income,17351822,743390,23.3414789007116,2523844,63.043,1672.34542786224,34703.644,43.521,2.09967802593266,115094.635326,7.20900011062622,60037.30412,0.815169498674109,38.2368178350222,54,106965625.944343,256.8069656,15486.501135,1584.2213486
Zimbabwe,Sub-Saharan Africa ,Lower middle income,14439018,386850,37.3245909267158,1515016,60.812,1322.3440634317,24546.330599999998,32.209,2.93952365300113,116147.46079200001,4.91499996185303,30321.9378,4.67202925903057,25.5124757295663,25.1,1856034930,223.80477900000002,16671.2901828,1101.6970734000001
