country,iso3c,targeted_pop_group,comments,date_implemented,source,source_type,link,category_final,code,measure_final
Croatia,HRV,No,"Temporary ban of transit through border crossings, excluding cross-border workers, freight carriers, healthcare professionals",2020-03-19,Croatian National Tourist Board,Government,https://croatia.hr/en-GB/coronavirus-2019-ncov-q-and-a,MR - Movement restrictions,MR3,MR3 - Border closure 
Croatia,HRV,No,Freezing prices for essential foods and drugs to level of 30th January 2020,2020-03-15,Total Croatia News,Media,https://www.total-croatia-news.com/lifestyle/42142-croatia-coronavirus-update,NA,NA,NA
Croatia,HRV,No,Establishment of COVID-19 loans to ensure financial liquidity and delays in tax collection or reduction in taxes and fees; complete plan has 63 measures and measures a worth of 350 million HRK,2020-03-17,Ministry of Economics,Government,https://www.mingo.hr/page/vlada-prihvatila-paket-od-63-mjera-za-pomoc-gospodarstvu-uslijed-epidemije-koronavirusa,NA,NA,NA
Croatia,HRV,No,Gatherings of more than 5 are banned,2020-03-19,U.S. Embassy in Croatia,Government,https://hr.usembassy.gov/covid-19-information-2/,SD - Social distancing,SD3,SD3 - Limit public gatherings
Croatia,HRV,No,"Closing of restaurants, cafes, bars, night clubs, shopping centers, sports and fitness centers, museums, cinemas, theatres, places of worship, hairdressers, beauty parlors and similar services where close human contact can be expected",2020-03-19,U.S. Embassy in Croatia,Government,https://hr.usembassy.gov/covid-19-information-2/,SD - Social distancing,SD4,SD4 - Public services closure 
Croatia,HRV,No,The national civil protection agency's powers were extended to respond more appropriately,2020-03-12,Government,Government,https://vlada.gov.hr/news/pm-says-national-civil-protection-authority-to-get-new-bigger-powers/29012,NA,NA,NA
Croatia,HRV,No,The capacities of hospitals across Croatia are increased and the decision made to establish a digital platform ensuring interoperability and coordination across actors to monitor the outbreak,2020-03-19,Government,Government,https://vlada.gov.hr/news/treatment-centres-and-platform-for-monitoring-coronavirus-to-be-established/29038,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Croatia,HRV,No,All public transport except for taxis has been suspended for 30 days,2020-03-22,U.S. Embassy in Croatia,Government,https://hr.usembassy.gov/covid-19-information-2/,SD - Social distancing,SD4,SD4 - Public services closure 
Croatia,HRV,No,"Intercity travel and vehicular traffic is suspended, with exceptions for essential workers and reasons",2020-03-23,U.S. Embassy in Croatia,Government,https://hr.usembassy.gov/covid-19-information-2/,MR - Movement restrictions,MR7,MR7 - Domestic travel restrictions
Croatia,HRV,No,"Call to all entrepeneurs and businesses to reach out to ministry of health, if they have capacities to produce protection equipment",2020-03-21,Government,Government,https://www.mingo.hr/page/vazno-obavijest-poduzetnicima-rh-zalihe,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Croatia,HRV,Yes,SME's have the chance to defer loan payments and easier access to loans ensured,2020-03-23,Government,Government,https://www.mingo.hr/page/krenule-prijave-za-esif-zajmove-za-obrtna-sredstva-kod-hamag-bicro-a,NA,NA,NA
Croatia,HRV,No,Development of health camp outside of main hospital,2020-03-20,Government,Government,https://vlada.gov.hr/news/plenkovic-commends-speedy-erection-of-medical-camp-outside-dubrava-hospital/29055,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Cuba,CUB,No,Creation of an task-force to oversee the response to Covid-19.,2020-02-28,MoH,Government,https://salud.msp.gob.cu/?p=3521,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Cuba,CUB,No,NA,2020-02-18,MoH,Government,https://salud.msp.gob.cu/?p=3521,PH - Public health measures,PH2,PH2 - Awareness campaigns
Cuba,CUB,No,Deployment of military hospital to strengthen public health system capacity. Measures taken by the government but described in public media.,2020-03-09,Government — Cuba,Government,http://www.cubadebate.cu/noticias/2020/03/09/gobierno-cubano-informa-medidas-para-enfrentar-la-covid-19-video/#anexo-1333943,NA,NA,NA
Cuba,CUB,No,"Additional health screening at borders, especially travellers from impacted countries. Measures taken by the government but described in public media.",2020-03-09,Government — Cuba,Government,http://www.cubadebate.cu/noticias/2020/03/09/gobierno-cubano-informa-medidas-para-enfrentar-la-covid-19-video/#anexo-1333943,PH - Public health measures,PH4,PH4 - Health screenings in airports and border crossings
Cuba,CUB,Yes,All travellers enterring the country should quarantine for 14 days.,2020-03-24,MoH,Government,https://salud.msp.gob.cu/?p=4275,PH - Public health measures,PH5,PH5 - Introduction of quarantine policies
Cuba,CUB,Yes,"Only cuban resident are allowed to enter the country, with flexibility to ensure cooperation with some countries. Measures taken by the government but described in public media. Applies for 30 days.",2020-03-24,Government — Cuba,Government,http://www.cubadebate.cu/noticias/2020/03/20/gobierno-cubano-informa-nuevas-medidas-para-el-enfrentamiento-a-la-covid-19-video/#anexo-1339179,MR - Movement restrictions,MR3,MR3 - Border closure 
Cuba,CUB,No,Increasing staff capacity.  Measures taken by the government but described in public media.,2020-03-24,Government — Cuba,Government,http://www.cubadebate.cu/noticias/2020/03/20/gobierno-cubano-informa-nuevas-medidas-para-el-enfrentamiento-a-la-covid-19-video/#anexo-1339179,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Cuba,CUB,No,"50%  of restaurant closed. Campings, hotels, cinemas and theatres are closed. Measures taken by the government but described in public media.",2020-03-24,Government — Cuba,Government,http://www.cubadebate.cu/noticias/2020/03/20/gobierno-cubano-informa-nuevas-medidas-para-el-enfrentamiento-a-la-covid-19-video/#anexo-1339179,SD - Social distancing,SD3,SD3 - Limit public gatherings
Cuba,CUB,No,Strong social protection to avoid unemployment. Measures taken by the government but described in public media.,2020-03-20,Government — Cuba,Government,http://www.cubadebate.cu/noticias/2020/03/20/gobierno-cubano-informa-nuevas-medidas-para-el-enfrentamiento-a-la-covid-19-video/#anexo-1339179,NA,NA,NA
Cuba,CUB,Yes,"Tourists staying in hotels will be confined to those hotels until it is time for them to depart. They cannot leave the hotel unless to go to the aiport. All excursions are suspended. A medic will visit the hotel twice per day. Tourists can only move around for essential trips and in officially authorised and licensed transport, e.g. yellow taxis for trips to the airport to catch their flight. Tourists can no longer rent cars.",2020-03-23,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/cuba/coronavirus,MR - Movement restrictions,MR7,MR7 - Domestic travel restrictions
Cuba,CUB,No,Inhabitants should were masks anytime they leave their house.,2020-03-26,Government — Cuba,Government,https://temas.sld.cu/coronavirus/2020/03/26/toda-la-poblacion-debe-usar-el-nasobuco-fuera-de-casa/,PH - Public health measures,PH3,PH3 - General recommendations
Cuba,CUB,No,All commercial and charter flights are suspended from entering or leaving Cuba until further notice.,2020-04-01,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/cuba/coronavirus,MR - Movement restrictions,MR8,MR8 - International flights suspension
Cuba,CUB,No,"All foreign sea vessels are to leave Cuban waters. Exception may be granted on the grounds of health, fuel or technical problems.",2020-04-01,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/cuba/coronavirus,MR - Movement restrictions,MR3,MR3 - Border closure 
Cuba,CUB,No,Anyone who arrived in Cuba between 17 and 23 March will be tested for Coronavirus.,2020-04-01,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/cuba/coronavirus,PH - Public health measures,PH13,PH13 - Testing policy
Cuba,CUB,No,Tourists who did not leave on the scheduled commercial flights (last one on 1 April 2020) will have to stay in a designated hotel until the Government of Cuba reviews the measures.,2020-04-01,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/cuba/coronavirus,PH - Public health measures,PH5,PH5 - Introduction of quarantine policies
Cuba,CUB,No,"An area of Vedado in Havana will be quarantined. The area, known as El Carmelo, Plaza de la Revolucion, will be closed from Calle 6 to Calle 28 (east to west) and from the Malecon to Avenida (north to south) approximately.",2020-04-03,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/cuba/coronavirus,PH - Public health measures,PH5,PH5 - Introduction of quarantine policies
Cyprus,CYP,Yes,All non cypriots or non cyprtiots who have a residence permit,2020-03-15,Government,Government,https://www.pio.gov.cy/coronavirus/press/pres.pdf,MR - Movement restrictions,MR3,MR3 - Border closure 
Cyprus,CYP,No,NA,2020-03-09,Government,Government,https://www.pio.gov.cy/coronavirus/press/pres.pdf,SD - Social distancing,SD5,SD5 - Schools closure 
Cyprus,CYP,Yes,"Families, small business and vulnerable populations",2020-03-15,Government,Government,https://www.pio.gov.cy/coronavirus/press/15032020_6.pdf,NA,NA,NA
Cyprus,CYP,Yes,International passengers,2020-03-15,Government,Government,https://www.pio.gov.cy/coronavirus/press/15032020_5.pdf,MR - Movement restrictions,MR1,MR1 - Additional health/documents requirements upon arrival
Cyprus,CYP,No,International passengers,2020-03-15,Government,Government,https://www.pio.gov.cy/coronavirus/press/15032020_5.pdf,PH - Public health measures,PH5,PH5 - Introduction of quarantine policies
Cyprus,CYP,No,NA,2020-03-15,Government,Government,https://www.pio.gov.cy/coronavirus/press/15032020_5.pdf,SD - Social distancing,SD3,SD3 - Limit public gatherings
Cyprus,CYP,No,NA,2020-03-15,Government,Government,https://www.pio.gov.cy/coronavirus/press/15032020_5.pdf,PH - Public health measures,PH2,PH2 - Awareness campaigns
Cyprus,CYP,No,NA,2020-03-15,US Embassy of Cyprus,Government,https://cy.usembassy.gov/covid-19-information/,NA,NA,NA
Cyprus,CYP,Yes,"All schools and hotels (until at least 10. April). All workplaces excpet those providing basic needs and emergency services (untul at least 27. March). All non-essentials public facilites. limited in ppl allowed in places of essiatials (pharmicies, grocery stores etc)",2020-03-16,US Embassy of Cyprus,Government,https://cy.usembassy.gov/covid-19-information/,SD - Social distancing,SD4,SD4 - Public services closure 
Cyprus,CYP,No,All flights for 14 days,2020-03-21,US Embassy Cyprus,Government,https://cy.usembassy.gov/covid-19-information/,MR - Movement restrictions,MR8,MR8 - International flights suspension
Cyprus,CYP,No,"Suspension of non-emergent cases and surgeries, ban on patient vistors",2020-03-20,Ministry of foreign affairs - Cyprus,Government,https://www.pio.gov.cy/coronavirus/en/press/20032020_12.pdf,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Cyprus,CYP,Yes,"screening passengers from China, Hong Kong, northern Iran, Italy, Japan, Singapore and South Korea more intensively.",2020-03-07,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,PH - Public health measures,PH4,PH4 - Health screenings in airports and border crossings
Cyprus,CYP,Yes,"partial curfew will be in place for 14 days.  Individuals may only leave their residences to seek goods and services from essential personnel and businesses.  All public sector employees except for the police force, fire department, health, civil aviation, finance and similar services will be under administrative leave until March 27, 2020.  Private sector businesses except those which provide basic needs such as groceries, bakeries, gas stations, pharmacies, etc., will also be closed until at least March 27.  All business hours are restricted from 07:00 to 18:00.",2020-03-23,US Embassy Cyprus,Government,https://cy.usembassy.gov/covid-19-information/,MR - Movement restrictions,MR6,MR6 - Curfews
Cyprus,CYP,No,"enhancements to the emergency declaration. Until April 13, all unnecessary movement is banned with certain exceptions.  All people must carry identification and proof as to the purpose of their movement.  Parks, playgrounds, open-air sport spaces, and public gathering areas will be closed to the public.",2020-03-24,US Embassy Cyprus,Government,https://cy.usembassy.gov/covid-19-information/,NA,NA,NA
Cyprus,CYP,No,"Public Transport Companies which have the exclusive right to carry passengers on their geographical area, will not carry any passengers who do not possess any evidence, either in hard copy or electronic form (as these are issued by the competent authorities of the Republic of Cyprus), allowing them to be transferred outside their home.",2020-03-23,Press and Information Office Cyprus,Other organisations,https://www.pio.gov.cy/coronavirus/en/press/24032020_17.pdf,MR - Movement restrictions,MR7,MR7 - Domestic travel restrictions
Cyprus,CYP,No,A national lockdown will be enforced from 24 March to at least 13 April. All residents and citizens are required to stay home.,2020-03-24,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,LD - Lockdown,LD3,LD3 - Partial lockdown
Cyprus,CYP,No,"Curfew between 09.00 and 06.00 every night. The fine for those found disobeying the ban on movement has been doubled to €300. *exceptions those who need to be at work during those hours, who will have to carry a confirmation form signed by their employer (Form A). People are only allowed to leave their homes once a day and only if they receive permission after sending a text message to 8998. Only those over 65 will be allowed to fill out the printed form (Form B). ****One of the measures under consideration is an ankle bracelet usually used for persons under house arrest so that their movements can be monitored.****",2020-03-31,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,MR - Movement restrictions,MR6,MR6 - Curfews
Cyprus,CYP,No,until April 13 **All people must carry identification and proof as to the purpose of their movement.  all unnecessary movement is banned with certain exceptions,2020-03-24,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,MR - Movement restrictions,MR7,MR7 - Domestic travel restrictions
Cyprus,CYP,No,"Cyprus Post is launching the 24- hour Parcel24 locker systems in the fight against Coronavirus. From Monday, April 6, 2020, and as long as the restrictive measures are in force, a number of registered items (barcode ""R"") and parcels (barcode ""C"") containing goods, provided that they bear the recipient's mobile phone, will be placed in the Parcel24 systems, regardless if the recipient is a subscriber.",2020-04-06,Cyprus press and information center,Government,https://www.pio.gov.cy/coronavirus/en/press/3042020_14.pdf,SD - Social distancing,SD4,SD4 - Public services closure 
Cyprus,CYP,No,"The Social Insurance Services, within the framework of preventive measures to address COVID -19, inform the public that the online application / JCC Smart website for online payment of contributions for February 2020 earnings will remain available until 14.4.2020. It is emphasized that in addition to paying through the JCC Smart application, in order to be able to register the earnings of their employees, all employers are required to submit the form titled ""Statement of Earnings and Contributions"" (Form YKA2-002) in the designated boxes located at local Social Insurance District Offices and subDistrict Offices",2020-04-03,Cyprus press and information center,Government,https://www.pio.gov.cy/coronavirus/en/press/3042020_14.pdf,NA,NA,NA
Cyprus,CYP,No,"received a donation from the People's Republic of China to meet protective equipment needs and tackle the coronavirus pandemic. 1,320 protective medical uniforms were received whileand additional masks will be supplied to Cyprus. the special flight of Aegean Airlines and Hellenic Petroleum will deliver medical equipment and supplies, also donated from China.",2020-04-02,Cyprus press and information center,Government,https://www.pio.gov.cy/coronavirus/en/press/2042020_6.pdf,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Cyprus,CYP,No,"prohibition of flights for a 14 -day period. **except cargo, departure of passengers from the Republic of Cyprus and flights for humanitarian purposes.",2020-04-04,Cyprus press and information center,Government,https://www.pio.gov.cy/coronavirus/en/press/2042020_9.pdf,MR - Movement restrictions,MR8,MR8 - International flights suspension
Cyprus,CYP,Yes,cooperation with network of doctors to respond to medical needs of Cypriots abroad,2020-03-31,Cyprus press and information center,Government,https://www.pio.gov.cy/coronavirus/en/press/1042020_3.pdf,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Cyprus,CYP,Yes,"Announcement by the Ministry of Labour, Welfare and Social Security on the Special Scheme for Partial Suspension of Business and Provision of a Special Unemployment Benefit. It is valid from 16/3/2020 to 12/4/2020 for specified cases",2020-03-16,Cyprus press and information center,Government,https://www.pio.gov.cy/coronavirus/en/press/31032020_18.pdf,NA,NA,NA
Cyprus,CYP,No,application for special sick leave,2020-03-29,Cyprus press and information center,Government,https://www.pio.gov.cy/coronavirus/en/press/30032020_18.pdf,NA,NA,NA
Cyprus,CYP,Yes,unemployment and self-employment insurance,2020-03-29,Cyprus press and information center,Government,https://www.pio.gov.cy/coronavirus/en/press/30032020_10.pdf,NA,NA,NA
Czech Republic,CZE,No,Screenings at major border crossings,2020-03-12,U.S. Embassy in the Czech Republik,Government,https://cz.usembassy.gov/health-alert-u-s-embassy-prague-czech-republic/,PH - Public health measures,PH4,PH4 - Health screenings in airports and border crossings
Czech Republic,CZE,Yes,If an infection is suspected authorities may be directed to a quarantine facility for testing and legally mandated quarantine.,2020-03-12,U.S. Embassy in the Czech Republik,Government,https://cz.usembassy.gov/health-alert-u-s-embassy-prague-czech-republic/,PH - Public health measures,PH5,PH5 - Introduction of quarantine policies
Czech Republic,CZE,No,"All schools, universities, cultural institions are closed for the next 30 days.",2020-03-12,U.S. Embassy in the Czech Republik,Government,https://cz.usembassy.gov/health-alert-u-s-embassy-prague-czech-republic/,SD - Social distancing,SD5,SD5 - Schools closure 
Czech Republic,CZE,No,All public events with more than 30 people are banned.,2020-03-12,U.S. Embassy in the Czech Republik,Government,https://cz.usembassy.gov/health-alert-u-s-embassy-prague-czech-republic/,SD - Social distancing,SD3,SD3 - Limit public gatherings
Czech Republic,CZE,No,NA,2020-03-12,U.S. Embassy in the Czech Republik,Government,https://cz.usembassy.gov/health-alert-u-s-embassy-prague-czech-republic/,NA,NA,NA
Czech Republic,CZE,Yes,"Nationwide quarantine from 16 March until 24 March, except for essential needs, helping others and necessary trips to famillies; extended to last until 11th April",2020-03-16,U.S. Embassy in the Czech Republik,Government,https://cz.usembassy.gov/covid-19-information/,LD - Lockdown,LD3,LD3 - Partial lockdown
Czech Republic,CZE,No,Borders closed from 16 March to 24 March,2020-03-16,U.S. Embassy in the Czech Republik,Government,https://cz.usembassy.gov/covid-19-information/,MR - Movement restrictions,MR3,MR3 - Border closure 
Czech Republic,CZE,No,People are required to wear protective medical masks and keep a distance of 2m everywhere,2020-03-18,U.S. Embassy in the Czech Republic,Government,https://cz.usembassy.gov/covid-19-information/,SD - Social distancing,SD3,SD3 - Limit public gatherings
Czech Republic,CZE,Yes,"For the protection of elderly people, only people over 65 years or people with disability over 50 are allowed to enter grocery and drug stores from 7-9am (earlier set as 10-12am). Also, a support hotline for elderly to help them with their shopping was implemented",2020-03-19,Government,Government,https://www.vlada.cz/en/media-centrum/aktualne/the-government-has-decided-to-require-the-wearing-of-protective-equipment-and-reserved-time-for-senior-citizens-to-do-their-food-shopping-180465/,SD - Social distancing,SD3,SD3 - Limit public gatherings
Czech Republic,CZE,No,"Some of the national long-distance trains have been restricted, affecting 6.6% of train journeys",2020-03-18,Government,Government,https://www.vlada.cz/en/media-centrum/aktualne/the-government-has-decided-to-require-the-wearing-of-protective-equipment-and-reserved-time-for-senior-citizens-to-do-their-food-shopping-180465/,SD - Social distancing,SD4,SD4 - Public services closure 
Czech Republic,CZE,Yes,Parents can now receive care allowance until the ban on school attendance is liften and more widely than under previous legislation,2020-03-19,Government,Government,https://www.vlada.cz/en/media-centrum/aktualne/government-approves-proposal-to-extend-the-payment-of-care-allowance-during-the-state-of-emergency-the-self-employed-will-also-receive-money-180504/,NA,NA,NA
Czech Republic,CZE,No,The government has extended its COVID loan program from 600 million to 10 billion crowns and further extended financial support to self-employed persons. Also a targeted employmet support program was implemented (covering parts of companies costs after March 1st),2020-03-19,Government,Government,https://www.vlada.cz/en/media-centrum/aktualne/government-approves-proposal-to-extend-the-payment-of-care-allowance-during-the-state-of-emergency-the-self-employed-will-also-receive-money-180504/,NA,NA,NA
Czech Republic,CZE,Yes,"Cross-border commuters have to present a special document, the so-called cross-border worker's passbook to monitor the frequency of border crossings",2020-03-21,Government,Government,https://www.vlada.cz/en/media-centrum/aktualne/government-approves-proposal-to-extend-the-payment-of-care-allowance-during-the-state-of-emergency-the-self-employed-will-also-receive-money-180504/,MR - Movement restrictions,MR1,MR1 - Additional health/documents requirements upon arrival
Czech Republic,CZE,No,"The government has ordered that all acute in-patient care facilities be obliged to allocate capacity for such cases. In total, 400 beds with ventilation and another 400 beds with oxygen support should be prepared for seriously ill patients in the Czech Republic at this stage. Also a ban of patient visits, with exeptions, has been implemented",2020-03-19,Government,Government,https://www.vlada.cz/en/media-centrum/aktualne/government-approves-proposal-to-extend-the-payment-of-care-allowance-during-the-state-of-emergency-the-self-employed-will-also-receive-money-180504/,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Czech Republic,CZE,Yes,"People with confirmed SARS CoV -2 may be, under their agreement, tracked through data provided by banks and telecom providers",2020-03-19,Ministry of Health,Government,https://koronavirus.mzcr.cz/wp-content/uploads/2020/03/Mimořádné-opatření-nařízení-pro-operátory-veřejných-mobilních-komunikačních-sítí-a-banky.pdf,MR - Movement restrictions,MR9,MR9 - Surveillance and monitoring
Czech Republic,CZE,No,Maximum of 2 people allowed in public spaces (families and people performing work are exempted),2020-03-26,U.S. Embassy Czech Republik,Government,https://cz.usembassy.gov/covid-19-information/,SD - Social distancing,SD3,SD3 - Limit public gatherings
Czech Republic,CZE,Yes,"Expansion of exemptions of previous public service closures: locksmithing and servicing of household products, repair, maintenance and installation of household machinery and equipment, funeral services and car washes",2020-03-26,Government,Government,https://www.vlada.cz/en/media-centrum/aktualne/measures-adopted-by-the-czech-government-against-coronavirus-180545/,SD - Social distancing,SD4,SD4 - Public services closure 
Czech Republic,CZE,No,"Hotels and any type of accommodation forbidden, with the exception of accommodating people for work (per 27.03.2020)",2020-03-16,Government,Government,https://www.vlada.cz/en/media-centrum/aktualne/measures-adopted-by-the-czech-government-against-coronavirus-180545/,SD - Social distancing,SD4,SD4 - Public services closure 
Czech Republic,CZE,No,reexports of medicines and medicinal products registered for CZ market to the EU and the export of such outside the EU is forbidden,2020-03-18,Government,Government,https://www.vlada.cz/en/media-centrum/aktualne/measures-adopted-by-the-czech-government-against-coronavirus-180545/,NA,NA,NA
Czech Republic,CZE,Yes,"Policy for stores with special opening times for vulnerable people adapted: ll shops over 500 m2 are reserved from 8:00am to 10:00am for seniors and disabled persons above 50 years of age. In stores below 500 m2, employees are ordered to give priority to the above-mentioned persons.",2020-03-25,Government,Government,https://www.vlada.cz/en/media-centrum/aktualne/measures-adopted-by-the-czech-government-against-coronavirus-180545/,SD - Social distancing,SD3,SD3 - Limit public gatherings
Czech Republic,CZE,Yes,Cross-border workers need to carry prove of employment to be checked by authorities; there is a differentiation of the different type of workers,2020-03-21,Government,Government,https://www.vlada.cz/en/media-centrum/aktualne/measures-adopted-by-the-czech-government-against-coronavirus-180545/,MR - Movement restrictions,MR1,MR1 - Additional health/documents requirements upon arrival
Czech Republic,CZE,No,"An additional 3.3 billion crowns from the government budget reserve to solve the crisis of entrepreneurs in agriculture, food production and forestry",2020-03-26,Government,Government,https://www.vlada.cz/en/media-centrum/aktualne/benefit-applicants-will-not-have-to-go-to-the-office--government-proposes--also-approves-a-subsidy-programme-for-care-allowance-for-the-self-employed-180655/,NA,NA,NA
Czech Republic,CZE,No,"An additional 1 billion crowns for the Support and Guarantee Farm and Forestry Fund (PGRLF) for 2020 to enable the postponing of repayment of commercial loans, the release or reduction of pledges of cash deposits or the agreement to postpone repayments of principal on loans granted by the PGRLF",2020-03-26,Government,Government,https://www.vlada.cz/en/media-centrum/aktualne/benefit-applicants-will-not-have-to-go-to-the-office--government-proposes--also-approves-a-subsidy-programme-for-care-allowance-for-the-self-employed-180655/,NA,NA,NA
Czech Republic,CZE,No,A simplification of paperwork and administrative structures for social benefits established,2020-03-26,Ministry of Labour and Social Affairs,Government,https://www.mpsv.cz/web/cz/-/mpsv-omezi-kvuli-covid-19-papirovani,NA,NA,NA
Czech Republic,CZE,No,General mental health recommendation and guidance; including key information platforms,2020-03-26,Ministry of Health,Government,https://koronavirus.mzcr.cz/jak-se-vyrovnat-se-svou-psychikou-behem-karanteny/,PH - Public health measures,PH8,PH8 - Psychological assistance and medical social work
Czech Republic,CZE,No,Health and social facilities have a stricter ban on visiting (particulalry elderly people) and additional measures (e.g. separation of sick and healthy people) decided,2020-03-27,Ministry of Health,Government,https://koronavirus.mzcr.cz/ministerstvo-zdravotnictvi-po-dohode-s-odbornou-spolecnosti-upravilo-mimoradne-opatreni-tykajici-se-zakazu-navstev-ve-zdravotnickych-a-socialnich-zarizenich/,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Czech Republic,CZE,No,"Persons who meet at least one of the following clinical criteria are recommended for testing: fever above 37.5 degrees, dry cough or shortness of breath.",2020-03-27,Ministry of Health,Government,https://koronavirus.mzcr.cz/ministerstvo-zdravotnictvi-vydalo-doporuceny-postup-pro-testovani-pacientu-a-stanovilo-kriteria-pro-propusteni-z-izolace/,PH - Public health measures,PH13,PH13 - Testing policy
Czech Republic,CZE,No,Psychological helpline implemented,2020-03-26,Ministry of Health,Government,https://koronavirus.mzcr.cz/ministerstvo-zdravotnictvi-spousti-pod-cislem-1212-linku-prvni-psychicke-pomoci/,PH - Public health measures,PH8,PH8 - Psychological assistance and medical social work
Czech Republic,CZE,No,All hospitals are asked to create spaces for patient triage,2020-03-26,Ministry of Health,Government,https://koronavirus.mzcr.cz/ministerstvo-zdravotnictvi-naridilo-vsem-nemocnicim-vyclenit-prostor-pro-triaz-pacientu/,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Czech Republic,CZE,No,"Spa and rehabilitation areas limited to the minimum, with only the most urgent cases still being continued",2020-03-23,Ministry of Health,Government,https://koronavirus.mzcr.cz/mimoradne-opatreni-ministerstva-zdravotnictvi-se-nove-tyka-pouze-lazenske-lecebne-rehabilitacni-pece/,SD - Social distancing,SD4,SD4 - Public services closure 
Czech Republic,CZE,No,Streamlining of public health information system with guidance for all hospitals,2020-03-26,Ministry of Health,Government,https://koronavirus.mzcr.cz/o-kazdem-pacientovi-s-onemocnenim-koronavirem-musi-nemocnice-zpracovat-zaznam-o-hospitalizovanem-pozitivnim-nalezu/,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Czech Republic,CZE,No,"Cover premium for health insurances, especially the self-employed",2020-03-26,Ministry of Health,Government,https://koronavirus.mzcr.cz/parlament-schvalil-opatreni-na-podporu-platcu-pojistneho/,NA,NA,NA
Czech Republic,CZE,No,Long-term agreement with company established that produced health protection equipment,2020-03-25,Ministry of Health,Government,https://koronavirus.mzcr.cz/diky-dlouhodobe-spolupraci-ministerstva-zdravotnictvi-a-spolecnosti-respilon-budou-zajisteny-pravidelne-dodavky-ochrannych-pomucek-pro-ceske-zdravotniky/,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Czech Republic,CZE,No,Collaboration with the technical university established for the 3D printing of respirators,2020-03-23,Ministry of Health,Government,https://koronavirus.mzcr.cz/ministr-vojtech-podepsal-s-cvut-memorandum-o-dodavkach-respiratoru-do-nemocnic/,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Czech Republic,CZE,No,MZ regulates the prescription of Plaquenil to ensure that it is sufficient for patients infected with coronavirus,2020-03-22,Ministry of Health,Government,https://koronavirus.mzcr.cz/mz-reguluje-predepisovani-leku-plaquenil-s-cilem-zajistit-jeho-dostatek-pro-pacienty-nakazene-koronavirem/,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Czech Republic,CZE,No,Self-employed persons will be exempted from half a year of pension payments,2020-03-23,Ministry of Health,Government,https://koronavirus.mzcr.cz/vlada-rozhodla-o-prodlouzeni-omezeni-pohybu-na-verejnosti-az-do-1-dubna-schvalila-take-dalsi-kroky-na-podporu-zamestnavatelu/,NA,NA,NA
Czech republic,CZE,No,"Economic package for self-employed, including a one-time payment of 25000 CZK",2020-03-30,Government,Government,https://www.vlada.cz/en/media-centrum/aktualne/government-approves-czk-25-000-for-self-employed-persons--also-launching-programme-for-supporting-employment-retention-180859/,NA,NA,NA
Czech republic,CZE,No,"Stricter quarantine rules; instead of only applying people arriving from at risk countries and cross-border workers, it now applies for all coming from abroad with some critical exemptions",2020-03-30,Government,Government,https://www.vlada.cz/en/media-centrum/aktualne/government-approves-czk-25-000-for-self-employed-persons--also-launching-programme-for-supporting-employment-retention-180859/,PH - Public health measures,PH5,PH5 - Introduction of quarantine policies
Czech republic,CZE,No,The Government has also approved the release of a further CZK 3 billion to the Ministry of Health for the procurement of PPEs,2020-03-30,Government,Government,https://www.vlada.cz/en/media-centrum/aktualne/government-approves-czk-25-000-for-self-employed-persons--also-launching-programme-for-supporting-employment-retention-180859/,PH - Public health measures,PH11,PH11 - Strengthening the public health system
Czech republic,CZE,Yes,"Ban for people working in essential places to take annual leave for the period of the epidemic, including health workers and beyond",2020-03-30,Government,Government,https://www.vlada.cz/en/media-centrum/aktualne/government-approves-czk-25-000-for-self-employed-persons--also-launching-programme-for-supporting-employment-retention-180859/,PH - Public health measures,PH11,PH11 - Strengthening the public health system
